,Flag,Session Date,Player,Session,Score
7001,Actual,2021-09-06,Player 6,Cardio,5
7002,Carried over,2021-09-13,Player 6,Cardio,7
7003,Carried over,2021-09-10,Player 6,Cardio,7
7004,Actual,2021-09-09,Player 6,Cardio,7
7005,Carried over,2021-09-17,Player 6,Cardio,6
7006,Carried over,2021-09-16,Player 6,Cardio,6
7007,Carried over,2021-09-15,Player 6,Cardio,6
7008,Actual,2021-09-14,Player 6,Cardio,6
7009,Carried over,2021-10-06,Player 6,Cardio,9
7010,Carried over,2021-10-05,Player 6,Cardio,9
7011,Carried over,2021-10-04,Player 6,Cardio,9
7012,Carried over,2021-10-01,Player 6,Cardio,9
7013,Carried over,2021-09-30,Player 6,Cardio,9
7014,Carried over,2021-09-29,Player 6,Cardio,9
7015,Carried over,2021-09-28,Player 6,Cardio,9
7016,Carried over,2021-09-27,Player 6,Cardio,9
7017,Carried over,2021-09-24,Player 6,Cardio,9
7018,Carried over,2021-09-23,Player 6,Cardio,9
7019,Carried over,2021-09-22,Player 6,Cardio,9
7020,Carried over,2021-09-21,Player 6,Cardio,9
7021,Actual,2021-09-20,Player 6,Cardio,9
7022,Carried over,2021-10-14,Player 6,Cardio,4
7023,Carried over,2021-10-13,Player 6,Cardio,4
7024,Carried over,2021-10-12,Player 6,Cardio,4
7025,Carried over,2021-10-11,Player 6,Cardio,4
7026,Carried over,2021-10-08,Player 6,Cardio,4
7027,Actual,2021-10-07,Player 6,Cardio,4
7028,Carried over,2021-10-21,Player 6,Cardio,5
7029,Carried over,2021-10-20,Player 6,Cardio,5
7030,Carried over,2021-10-19,Player 6,Cardio,5
7031,Carried over,2021-10-18,Player 6,Cardio,5
7032,Actual,2021-10-15,Player 6,Cardio,5
7033,Carried over,2021-10-28,Player 6,Cardio,8
7034,Carried over,2021-10-27,Player 6,Cardio,8
7035,Carried over,2021-10-26,Player 6,Cardio,8
7036,Carried over,2021-10-25,Player 6,Cardio,8
7037,Actual,2021-10-22,Player 6,Cardio,8
7038,Carried over,2021-11-02,Player 6,Cardio,9
7039,Carried over,2021-11-01,Player 6,Cardio,9
7040,Actual,2021-10-29,Player 6,Cardio,9
7041,Actual,2021-11-03,Player 6,Cardio,8
7042,Carried over,2021-11-10,Player 6,Cardio,9
7043,Carried over,2021-11-09,Player 6,Cardio,9
7044,Carried over,2021-11-08,Player 6,Cardio,9
7045,Carried over,2021-11-05,Player 6,Cardio,9
7046,Actual,2021-11-04,Player 6,Cardio,9
7047,Carried over,2021-11-16,Player 6,Cardio,4
7048,Carried over,2021-11-15,Player 6,Cardio,4
7049,Carried over,2021-11-12,Player 6,Cardio,4
7050,Actual,2021-11-11,Player 6,Cardio,4
7051,Carried over,2021-11-23,Player 6,Cardio,8
7052,Carried over,2021-11-22,Player 6,Cardio,8
7053,Carried over,2021-11-19,Player 6,Cardio,8
7054,Carried over,2021-11-18,Player 6,Cardio,8
7055,Actual,2021-11-17,Player 6,Cardio,8
7056,Carried over,2021-11-30,Player 6,Cardio,3
7057,Carried over,2021-11-29,Player 6,Cardio,3
7058,Carried over,2021-11-26,Player 6,Cardio,3
7059,Carried over,2021-11-25,Player 6,Cardio,3
7060,Actual,2021-11-24,Player 6,Cardio,3
7061,Actual,2021-12-01,Player 6,Cardio,3
7062,Carried over,2021-12-09,Player 6,Cardio,9
7063,Carried over,2021-12-08,Player 6,Cardio,9
7064,Carried over,2021-12-07,Player 6,Cardio,9
7065,Carried over,2021-12-06,Player 6,Cardio,9
7066,Carried over,2021-12-03,Player 6,Cardio,9
7067,Actual,2021-12-02,Player 6,Cardio,9
7068,Carried over,2021-12-22,Player 6,Cardio,8
7069,Carried over,2021-12-21,Player 6,Cardio,8
7070,Carried over,2021-12-20,Player 6,Cardio,8
7071,Carried over,2021-12-17,Player 6,Cardio,8
7072,Carried over,2021-12-16,Player 6,Cardio,8
7073,Carried over,2021-12-15,Player 6,Cardio,8
7074,Carried over,2021-12-14,Player 6,Cardio,8
7075,Carried over,2021-12-13,Player 6,Cardio,8
7076,Actual,2021-12-10,Player 6,Cardio,8
7077,Carried over,2021-12-28,Player 6,Cardio,5
7078,Carried over,2021-12-27,Player 6,Cardio,5
7079,Carried over,2021-12-24,Player 6,Cardio,5
7080,Actual,2021-12-23,Player 6,Cardio,5
7081,Actual,2021-12-29,Player 6,Cardio,5
7082,Actual,2021-12-30,Player 6,Cardio,5
7083,Actual,2021-12-31,Player 6,Cardio,10
7084,Carried over,2022-01-04,Player 6,Cardio,9
7085,Actual,2022-01-03,Player 6,Cardio,9
7086,Actual,2022-01-05,Player 6,Cardio,8
7087,Carried over,2022-01-07,Player 6,Cardio,7
7088,Actual,2022-01-06,Player 6,Cardio,7
7089,Actual,2022-01-10,Player 6,Cardio,6
7090,Actual,2022-01-11,Player 6,Cardio,8
7091,Actual,2022-01-12,Player 6,Cardio,10
7092,Actual,2022-01-13,Player 6,Cardio,7
7093,Actual,2022-01-14,Player 6,Cardio,3
7094,Carried over,2022-01-18,Player 6,Cardio,5
7095,Actual,2022-01-17,Player 6,Cardio,5
7096,Actual,2022-01-19,Player 6,Cardio,7
7097,Carried over,2022-01-24,Player 6,Cardio,8
7098,Carried over,2022-01-21,Player 6,Cardio,8
7099,Actual,2022-01-20,Player 6,Cardio,8
7100,Actual,2022-01-25,Player 6,Cardio,5
7101,Actual,2022-01-26,Player 6,Cardio,6
7102,Actual,2022-01-27,Player 6,Cardio,3
7103,Actual,2022-01-28,Player 6,Cardio,5
7104,Actual,2022-01-31,Player 6,Cardio,5
7105,Carried over,2022-02-02,Player 6,Cardio,8
7106,Actual,2022-02-01,Player 6,Cardio,8
7107,Carried over,2022-02-04,Player 6,Cardio,3
7108,Actual,2022-02-03,Player 6,Cardio,3
7109,Carried over,2022-02-09,Player 6,Cardio,5
7110,Carried over,2022-02-08,Player 6,Cardio,5
7111,Actual,2022-02-07,Player 6,Cardio,5
7112,Actual,2022-02-10,Player 6,Cardio,7
7113,Carried over,2022-02-14,Player 6,Cardio,10
7114,Actual,2022-02-11,Player 6,Cardio,10
7115,Carried over,2022-02-17,Player 6,Cardio,6
7116,Carried over,2022-02-16,Player 6,Cardio,6
7117,Actual,2022-02-15,Player 6,Cardio,6
7118,Actual,2022-02-18,Player 6,Cardio,9
7119,Carried over,2022-02-22,Player 6,Cardio,9
7120,Actual,2022-02-21,Player 6,Cardio,9
7121,Carried over,2022-02-24,Player 6,Cardio,6
7122,Actual,2022-02-23,Player 6,Cardio,6
7123,Carried over,2022-03-02,Player 6,Cardio,9
7124,Carried over,2022-03-01,Player 6,Cardio,9
7125,Carried over,2022-02-28,Player 6,Cardio,9
7126,Actual,2022-02-25,Player 6,Cardio,9
7127,Actual,2022-03-03,Player 6,Cardio,9
7128,Carried over,2022-03-07,Player 6,Cardio,7
7129,Actual,2022-03-04,Player 6,Cardio,7
7130,Carried over,2022-03-09,Player 6,Cardio,4
7131,Actual,2022-03-08,Player 6,Cardio,4
7132,Actual,2022-03-10,Player 6,Cardio,5
7133,Carried over,2022-03-14,Player 6,Cardio,4
7134,Actual,2022-03-11,Player 6,Cardio,4
7135,Actual,2022-03-15,Player 6,Cardio,4
7136,Actual,2022-03-16,Player 6,Cardio,5
7137,Actual,2022-03-17,Player 6,Cardio,8
7138,Actual,2022-03-18,Player 6,Cardio,3
7139,Carried over,2022-03-22,Player 6,Cardio,4
7140,Actual,2022-03-21,Player 6,Cardio,4
7141,Actual,2022-03-23,Player 6,Cardio,8
7142,Carried over,2022-03-28,Player 6,Cardio,3
7143,Carried over,2022-03-25,Player 6,Cardio,3
7144,Actual,2022-03-24,Player 6,Cardio,3
7145,Actual,2022-03-29,Player 6,Cardio,3
7146,Actual,2022-03-30,Player 6,Cardio,9
7147,Actual,2022-03-31,Player 6,Cardio,4
7148,Actual,2022-04-01,Player 6,Cardio,3
7149,Actual,2022-04-04,Player 6,Cardio,8
7150,Actual,2022-04-05,Player 6,Cardio,9
7151,Actual,2022-04-06,Player 6,Cardio,6
7152,Actual,2022-04-07,Player 6,Cardio,7
7153,Carried over,2022-04-11,Player 6,Cardio,8
7154,Actual,2022-04-08,Player 6,Cardio,8
7155,Actual,2022-04-12,Player 6,Cardio,4
7156,Actual,2022-04-13,Player 6,Cardio,7
7157,Carried over,2022-04-15,Player 6,Cardio,5
7158,Actual,2022-04-14,Player 6,Cardio,5
7159,Actual,2022-04-18,Player 6,Cardio,8
7160,Carried over,2022-04-20,Player 6,Cardio,6
7161,Actual,2022-04-19,Player 6,Cardio,6
7162,Actual,2022-04-21,Player 6,Cardio,4
7163,Actual,2022-04-22,Player 6,Cardio,9
7164,Carried over,2022-04-27,Player 6,Cardio,3
7165,Carried over,2022-04-26,Player 6,Cardio,3
7166,Actual,2022-04-25,Player 6,Cardio,3
7167,Carried over,2022-04-29,Player 6,Cardio,9
7168,Actual,2022-04-28,Player 6,Cardio,9
7169,Actual,2022-05-02,Player 6,Cardio,3
7170,Actual,2022-05-03,Player 6,Cardio,9
7171,Actual,2022-05-04,Player 6,Cardio,5
7172,Actual,2022-05-05,Player 6,Cardio,4
7173,Actual,2022-05-06,Player 6,Cardio,8
7174,Actual,2022-05-09,Player 6,Cardio,9
7175,Actual,2022-05-10,Player 6,Cardio,5
7176,Actual,2022-05-11,Player 6,Cardio,8
7177,Carried over,2022-05-19,Player 6,Cardio,7
7178,Carried over,2022-05-18,Player 6,Cardio,7
7179,Carried over,2022-05-17,Player 6,Cardio,7
7180,Carried over,2022-05-16,Player 6,Cardio,7
7181,Carried over,2022-05-13,Player 6,Cardio,7
7182,Actual,2022-05-12,Player 6,Cardio,7
7183,Actual,2022-05-20,Player 6,Cardio,5
7184,Actual,2022-05-23,Player 6,Cardio,6
7185,Actual,2022-05-24,Player 6,Cardio,5
7186,Actual,2022-05-25,Player 6,Cardio,3
7187,Actual,2022-05-26,Player 6,Cardio,4
7188,Actual,2022-05-27,Player 6,Cardio,9
7189,Actual,2022-05-30,Player 6,Cardio,5
7190,Actual,2022-05-31,Player 6,Cardio,5
7191,Carried over,2022-06-07,Player 6,Cardio,10
7192,Carried over,2022-06-06,Player 6,Cardio,10
7193,Carried over,2022-06-03,Player 6,Cardio,10
7194,Carried over,2022-06-02,Player 6,Cardio,10
7195,Actual,2022-06-01,Player 6,Cardio,10
7196,Carried over,2022-06-09,Player 6,Cardio,9
7197,Actual,2022-06-08,Player 6,Cardio,9
7198,Carried over,2022-06-13,Player 6,Cardio,8
7199,Actual,2022-06-10,Player 6,Cardio,8
7200,Actual,2022-06-14,Player 6,Cardio,7
7201,Carried over,2022-06-16,Player 6,Cardio,8
7202,Actual,2022-06-15,Player 6,Cardio,8
7203,Actual,2022-06-17,Player 6,Cardio,8
7204,Actual,2022-06-20,Player 6,Cardio,3
7205,Actual,2022-06-21,Player 6,Cardio,3
7206,Actual,2022-06-22,Player 6,Cardio,8
7207,Actual,2022-06-23,Player 6,Cardio,7
7208,Actual,2022-06-24,Player 6,Cardio,10
7209,Actual,2022-06-27,Player 6,Cardio,5
7210,Carried over,2022-06-30,Player 6,Cardio,6
7211,Carried over,2022-06-29,Player 6,Cardio,6
7212,Actual,2022-06-28,Player 6,Cardio,6
7213,Carried over,2022-07-05,Player 6,Cardio,7
7214,Carried over,2022-07-04,Player 6,Cardio,7
7215,Actual,2022-07-01,Player 6,Cardio,7
7216,Carried over,2022-07-07,Player 6,Cardio,7
7217,Actual,2022-07-06,Player 6,Cardio,7
7218,Actual,2022-07-08,Player 6,Cardio,9
7219,Carried over,2022-07-12,Player 6,Cardio,10
7220,Actual,2022-07-11,Player 6,Cardio,10
7221,Actual,2022-07-13,Player 6,Cardio,10
7222,Actual,2022-07-14,Player 6,Cardio,7
7223,Actual,2022-07-15,Player 6,Cardio,5
7224,Carried over,2022-07-19,Player 6,Cardio,6
7225,Actual,2022-07-18,Player 6,Cardio,6
7226,Carried over,2022-07-21,Player 6,Cardio,3
7227,Actual,2022-07-20,Player 6,Cardio,3
7228,Actual,2022-07-22,Player 6,Cardio,8
7229,Actual,2022-07-25,Player 6,Cardio,5
7230,Carried over,2022-07-27,Player 6,Cardio,9
7231,Actual,2022-07-26,Player 6,Cardio,9
7232,Actual,2022-07-28,Player 6,Cardio,4
7233,Actual,2022-07-29,Player 8,Cardio,4
7234,Carried over,2022-07-29,Player 13,Cardio,4
7235,Actual,2022-07-28,Player 13,Cardio,4
7236,Carried over,2022-07-29,Player 12,Agility,4
7237,Carried over,2022-07-28,Player 12,Agility,4
7238,Carried over,2022-07-27,Player 12,Agility,4
7239,Actual,2022-07-26,Player 12,Agility,4
7240,Actual,2022-07-29,Player 12,Strength Building,3
7241,Actual,2022-07-29,Player 4,Strength Building,7
7242,Actual,2022-07-29,Player 8,Strength Building,8
7243,Carried over,2022-07-29,Player 2,Agility,5
7244,Actual,2022-07-28,Player 2,Agility,5
7245,Carried over,2022-07-29,Player 7,Agility,8
7246,Actual,2022-07-28,Player 7,Agility,8
7247,Actual,2022-07-29,Player 10,Agility,5
7248,Carried over,2022-07-29,Player 10,Cardio,8
7249,Carried over,2022-07-28,Player 10,Cardio,8
7250,Actual,2022-07-27,Player 10,Cardio,8
7251,Actual,2022-07-29,Player 5,Strength Building,8
7252,Carried over,2022-07-29,Player 9,Agility,10
7253,Actual,2022-07-28,Player 9,Agility,10
7254,Actual,2022-07-29,Player 8,Agility,7
7255,Actual,2022-07-29,Player 14,Strength Building,5
7256,Actual,2022-07-29,Player 11,Cardio,9
7257,Actual,2022-07-29,Player 1,Strength Building,5
7258,Actual,2022-07-29,Player 3,Cardio,9
7259,Actual,2022-07-29,Player 15,Strength Building,9
7260,Actual,2022-07-29,Player 6,Strength Building,6
7261,Actual,2022-07-29,Player 7,Cardio,8
7262,Actual,2022-07-29,Player 14,Cardio,3
7263,Carried over,2022-07-29,Player 4,Agility,5
7264,Carried over,2022-07-28,Player 4,Agility,5
7265,Actual,2022-07-27,Player 4,Agility,5
7266,Carried over,2022-07-29,Player 12,Cardio,9
7267,Carried over,2022-07-28,Player 12,Cardio,9
7268,Actual,2022-07-27,Player 12,Cardio,9
7269,Carried over,2022-07-29,Player 2,Cardio,5
7270,Actual,2022-07-28,Player 2,Cardio,5
7271,Actual,2022-07-29,Player 2,Strength Building,7
7272,Actual,2022-07-29,Player 3,Strength Building,6
7273,Actual,2022-07-29,Player 11,Agility,4
7274,Carried over,2022-07-29,Player 5,Cardio,3
7275,Actual,2022-07-28,Player 5,Cardio,3
7276,Carried over,2022-07-29,Player 13,Strength Building,5
7277,Carried over,2022-07-28,Player 13,Strength Building,5
7278,Actual,2022-07-27,Player 13,Strength Building,5
7279,Carried over,2022-07-29,Player 14,Agility,3
7280,Carried over,2022-07-28,Player 14,Agility,3
7281,Actual,2022-07-27,Player 14,Agility,3
7282,Carried over,2022-07-29,Player 15,Agility,5
7283,Actual,2022-07-28,Player 15,Agility,5
7284,Actual,2022-07-29,Player 1,Agility,6
7285,Actual,2022-07-29,Player 4,Cardio,7
7286,Actual,2022-07-29,Player 6,Cardio,6
7287,Carried over,2022-07-29,Player 9,Cardio,4
7288,Carried over,2022-07-28,Player 9,Cardio,4
7289,Actual,2022-07-27,Player 9,Cardio,4
7290,Carried over,2022-07-29,Player 15,Cardio,5
7291,Actual,2022-07-28,Player 15,Cardio,5
7292,Carried over,2022-07-29,Player 13,Agility,3
7293,Actual,2022-07-28,Player 13,Agility,3
7294,Carried over,2022-07-29,Player 3,Agility,9
7295,Actual,2022-07-28,Player 3,Agility,9
7296,Actual,2022-07-29,Player 7,Strength Building,6
7297,Actual,2022-07-29,Player 11,Strength Building,8
7298,Actual,2022-07-29,Player 6,Agility,7
7299,Actual,2022-07-29,Player 9,Strength Building,10
7300,Carried over,2022-07-29,Player 1,Cardio,6
7301,Actual,2022-07-28,Player 1,Cardio,6
7302,Carried over,2022-07-29,Player 5,Agility,10
7303,Actual,2022-07-28,Player 5,Agility,10
7304,Actual,2022-07-29,Player 10,Strength Building,5
7305,Carried over,2021-10-01,Player 4,Agility,7
7306,Carried over,2021-09-30,Player 4,Agility,7
7307,Carried over,2021-09-29,Player 4,Agility,7
7308,Carried over,2021-09-28,Player 4,Agility,7
7309,Carried over,2021-09-27,Player 4,Agility,7
7310,Carried over,2021-09-24,Player 4,Agility,7
7311,Actual,2021-09-23,Player 4,Agility,7
7312,Carried over,2021-10-12,Player 4,Agility,7
7313,Carried over,2021-10-11,Player 4,Agility,7
7314,Actual,2021-10-08,Player 4,Agility,7
7315,Carried over,2021-10-19,Player 4,Agility,9
7316,Carried over,2021-10-18,Player 4,Agility,9
7317,Carried over,2021-10-15,Player 4,Agility,9
7318,Carried over,2021-10-14,Player 4,Agility,9
7319,Actual,2021-10-13,Player 4,Agility,9
7320,Carried over,2021-10-21,Player 4,Agility,10
7321,Actual,2021-10-20,Player 4,Agility,10
7322,Carried over,2021-10-26,Player 4,Agility,5
7323,Carried over,2021-10-25,Player 4,Agility,5
7324,Actual,2021-10-22,Player 4,Agility,5
7325,Actual,2021-10-27,Player 4,Agility,9
7326,Actual,2021-10-28,Player 4,Agility,8
7327,Carried over,2021-11-02,Player 4,Agility,5
7328,Carried over,2021-11-01,Player 4,Agility,5
7329,Actual,2021-10-29,Player 4,Agility,5
7330,Carried over,2021-11-04,Player 4,Agility,7
7331,Actual,2021-11-03,Player 4,Agility,7
7332,Carried over,2021-11-16,Player 4,Agility,7
7333,Carried over,2021-11-15,Player 4,Agility,7
7334,Carried over,2021-11-12,Player 4,Agility,7
7335,Carried over,2021-11-11,Player 4,Agility,7
7336,Carried over,2021-11-10,Player 4,Agility,7
7337,Carried over,2021-11-09,Player 4,Agility,7
7338,Carried over,2021-11-08,Player 4,Agility,7
7339,Actual,2021-11-05,Player 4,Agility,7
7340,Carried over,2021-11-23,Player 4,Agility,8
7341,Carried over,2021-11-22,Player 4,Agility,8
7342,Carried over,2021-11-19,Player 4,Agility,8
7343,Carried over,2021-11-18,Player 4,Agility,8
7344,Actual,2021-11-17,Player 4,Agility,8
7345,Carried over,2021-12-07,Player 4,Agility,8
7346,Carried over,2021-12-06,Player 4,Agility,8
7347,Carried over,2021-12-03,Player 4,Agility,8
7348,Carried over,2021-12-02,Player 4,Agility,8
7349,Carried over,2021-12-01,Player 4,Agility,8
7350,Carried over,2021-11-30,Player 4,Agility,8
7351,Carried over,2021-11-29,Player 4,Agility,8
7352,Carried over,2021-11-26,Player 4,Agility,8
7353,Carried over,2021-11-25,Player 4,Agility,8
7354,Actual,2021-11-24,Player 4,Agility,8
7355,Actual,2021-12-08,Player 4,Agility,7
7356,Carried over,2021-12-16,Player 4,Agility,7
7357,Carried over,2021-12-15,Player 4,Agility,7
7358,Carried over,2021-12-14,Player 4,Agility,7
7359,Carried over,2021-12-13,Player 4,Agility,7
7360,Carried over,2021-12-10,Player 4,Agility,7
7361,Actual,2021-12-09,Player 4,Agility,7
7362,Carried over,2021-12-23,Player 4,Agility,10
7363,Carried over,2021-12-22,Player 4,Agility,10
7364,Carried over,2021-12-21,Player 4,Agility,10
7365,Carried over,2021-12-20,Player 4,Agility,10
7366,Actual,2021-12-17,Player 4,Agility,10
7367,Carried over,2021-12-28,Player 4,Agility,5
7368,Carried over,2021-12-27,Player 4,Agility,5
7369,Actual,2021-12-24,Player 4,Agility,5
7370,Carried over,2021-12-31,Player 4,Agility,8
7371,Carried over,2021-12-30,Player 4,Agility,8
7372,Actual,2021-12-29,Player 4,Agility,8
7373,Carried over,2022-01-06,Player 4,Agility,10
7374,Carried over,2022-01-05,Player 4,Agility,10
7375,Carried over,2022-01-04,Player 4,Agility,10
7376,Actual,2022-01-03,Player 4,Agility,10
7377,Carried over,2022-01-10,Player 4,Agility,4
7378,Actual,2022-01-07,Player 4,Agility,4
7379,Actual,2022-01-11,Player 4,Agility,5
7380,Actual,2022-01-12,Player 4,Agility,7
7381,Actual,2022-01-13,Player 4,Agility,9
7382,Carried over,2022-01-18,Player 4,Agility,7
7383,Carried over,2022-01-17,Player 4,Agility,7
7384,Actual,2022-01-14,Player 4,Agility,7
7385,Actual,2022-01-19,Player 4,Agility,4
7386,Actual,2022-01-20,Player 4,Agility,6
7387,Carried over,2022-01-24,Player 4,Agility,10
7388,Actual,2022-01-21,Player 4,Agility,10
7389,Actual,2022-01-25,Player 4,Agility,3
7390,Actual,2022-01-26,Player 4,Agility,7
7391,Carried over,2022-01-28,Player 4,Agility,5
7392,Actual,2022-01-27,Player 4,Agility,5
7393,Actual,2022-01-31,Player 4,Agility,6
7394,Actual,2022-02-01,Player 4,Agility,6
7395,Carried over,2022-02-03,Player 4,Agility,9
7396,Actual,2022-02-02,Player 4,Agility,9
7397,Actual,2022-02-04,Player 4,Agility,4
7398,Carried over,2022-02-08,Player 4,Agility,7
7399,Actual,2022-02-07,Player 4,Agility,7
7400,Actual,2022-02-09,Player 4,Agility,5
7401,Actual,2022-02-10,Player 4,Agility,8
7402,Actual,2022-02-11,Player 4,Agility,6
7403,Carried over,2022-02-15,Player 4,Agility,4
7404,Actual,2022-02-14,Player 4,Agility,4
7405,Actual,2022-02-16,Player 4,Agility,3
