,Player,Session,Date,Score
3762,Player 13,Agility,2022-06-09,3
3763,Player 13,Agility,2022-06-13,5
3764,Player 13,Agility,2022-06-14,5
3765,Player 13,Agility,2022-06-15,9
3766,Player 13,Agility,2022-06-16,8
3767,Player 13,Agility,2022-06-17,9
3768,Player 13,Agility,2022-06-20,3
3769,Player 13,Agility,2022-06-22,8
3770,Player 13,Agility,2022-06-23,4
3771,Player 13,Agility,2022-06-24,9
3772,Player 13,Agility,2022-06-27,4
3773,Player 13,Agility,2022-06-28,9
3774,Player 13,Agility,2022-06-30,4
3775,Player 13,Agility,2022-07-01,9
3776,Player 13,Agility,2022-07-08,5
3777,Player 13,Agility,2022-07-11,7
3778,Player 13,Agility,2022-07-12,8
3779,Player 13,Agility,2022-07-13,7
3780,Player 13,Agility,2022-07-14,6
3781,Player 13,Agility,2022-07-18,8
3782,Player 13,Agility,2022-07-19,10
3783,Player 13,Agility,2022-07-20,5
3784,Player 13,Agility,2022-07-21,6
3785,Player 13,Agility,2022-07-25,4
3786,Player 13,Agility,2022-07-26,7
3787,Player 13,Agility,2022-07-27,9
3788,Player 13,Agility,2022-07-28,3
3789,Player 13,Cardio,2022-01-04,6
3790,Player 13,Cardio,2022-01-06,6
3791,Player 13,Cardio,2022-01-07,5
3792,Player 13,Cardio,2022-01-14,7
3793,Player 13,Cardio,2022-01-17,5
3794,Player 13,Cardio,2022-01-18,3
3795,Player 13,Cardio,2022-01-19,4
3796,Player 13,Cardio,2022-01-25,7
3797,Player 13,Cardio,2022-01-26,10
3798,Player 13,Cardio,2022-01-27,9
3799,Player 13,Cardio,2022-01-31,7
3800,Player 13,Cardio,2022-02-01,6
3801,Player 13,Cardio,2022-02-02,3
3802,Player 13,Cardio,2022-02-03,9
3803,Player 13,Cardio,2022-02-07,7
3804,Player 13,Cardio,2022-02-08,10
3805,Player 13,Cardio,2022-02-09,9
3806,Player 13,Cardio,2022-02-10,8
3807,Player 13,Cardio,2022-02-14,3
3808,Player 13,Cardio,2022-02-18,9
3809,Player 13,Cardio,2022-02-21,4
3810,Player 13,Cardio,2022-02-23,3
3811,Player 13,Cardio,2022-02-24,6
3812,Player 13,Cardio,2022-02-28,3
3813,Player 13,Cardio,2022-03-01,8
3814,Player 13,Cardio,2022-03-04,3
3815,Player 13,Cardio,2022-03-07,4
3816,Player 13,Cardio,2022-03-08,10
3817,Player 13,Cardio,2022-03-09,4
3818,Player 13,Cardio,2022-03-10,10
3819,Player 13,Cardio,2022-03-11,3
3820,Player 13,Cardio,2022-03-14,4
3821,Player 13,Cardio,2022-03-16,4
3822,Player 13,Cardio,2022-03-17,9
3823,Player 13,Cardio,2022-03-21,5
3824,Player 13,Cardio,2022-03-22,8
3825,Player 13,Cardio,2022-03-28,4
3826,Player 13,Cardio,2022-03-29,10
3827,Player 13,Cardio,2022-03-31,5
3828,Player 13,Cardio,2022-04-04,6
3829,Player 13,Cardio,2022-04-05,7
3830,Player 13,Cardio,2022-04-06,7
3831,Player 13,Cardio,2022-04-08,7
3832,Player 13,Cardio,2022-04-11,10
3833,Player 13,Cardio,2022-04-12,10
3834,Player 13,Cardio,2022-04-13,6
3835,Player 13,Cardio,2022-04-14,5
3836,Player 13,Cardio,2022-04-15,9
3837,Player 13,Cardio,2022-04-18,4
3838,Player 13,Cardio,2022-04-20,6
3839,Player 13,Cardio,2022-04-22,5
3840,Player 13,Cardio,2022-04-25,7
3841,Player 13,Cardio,2022-04-26,3
3842,Player 13,Cardio,2022-05-02,5
3843,Player 13,Cardio,2022-05-03,8
3844,Player 13,Cardio,2022-05-06,4
3845,Player 13,Cardio,2022-05-09,7
3846,Player 13,Cardio,2022-05-13,4
3847,Player 13,Cardio,2022-05-16,4
3848,Player 13,Cardio,2022-05-19,7
3849,Player 13,Cardio,2022-05-20,4
3850,Player 13,Cardio,2022-05-24,4
3851,Player 13,Cardio,2022-05-25,10
3852,Player 13,Cardio,2022-05-26,10
3853,Player 13,Cardio,2022-06-02,6
3854,Player 13,Cardio,2022-06-03,9
3855,Player 13,Cardio,2022-06-06,8
3856,Player 13,Cardio,2022-06-07,10
3857,Player 13,Cardio,2022-06-08,9
3858,Player 13,Cardio,2022-06-14,4
3859,Player 13,Cardio,2022-06-15,8
3860,Player 13,Cardio,2022-06-17,7
3861,Player 13,Cardio,2022-06-20,10
3862,Player 13,Cardio,2022-06-22,3
3863,Player 13,Cardio,2022-06-27,6
3864,Player 13,Cardio,2022-06-28,7
3865,Player 13,Cardio,2022-06-30,10
3866,Player 13,Cardio,2022-07-01,4
3867,Player 13,Cardio,2022-07-04,8
3868,Player 13,Cardio,2022-07-06,8
3869,Player 13,Cardio,2022-07-08,5
3870,Player 13,Cardio,2022-07-11,5
3871,Player 13,Cardio,2022-07-13,3
3872,Player 13,Cardio,2022-07-15,3
3873,Player 13,Cardio,2022-07-21,6
3874,Player 13,Cardio,2022-07-22,10
3875,Player 13,Cardio,2022-07-25,5
3876,Player 13,Cardio,2022-07-26,5
3877,Player 13,Cardio,2022-07-27,4
3878,Player 13,Cardio,2022-07-28,4
3879,Player 14,Strength Building,2022-01-05,5
3880,Player 14,Strength Building,2022-01-06,9
3881,Player 14,Strength Building,2022-01-07,3
3882,Player 14,Strength Building,2022-01-11,3
3883,Player 14,Strength Building,2022-01-12,8
3884,Player 14,Strength Building,2022-01-13,8
3885,Player 14,Strength Building,2022-01-14,7
3886,Player 14,Strength Building,2022-01-19,7
3887,Player 14,Strength Building,2022-01-20,10
3888,Player 14,Strength Building,2022-01-21,7
3889,Player 14,Strength Building,2022-01-25,4
3890,Player 14,Strength Building,2022-01-26,5
3891,Player 14,Strength Building,2022-01-27,5
3892,Player 14,Strength Building,2022-01-28,7
3893,Player 14,Strength Building,2022-02-01,8
3894,Player 14,Strength Building,2022-02-02,10
3895,Player 14,Strength Building,2022-02-03,6
3896,Player 14,Strength Building,2022-02-04,7
3897,Player 14,Strength Building,2022-02-09,4
3898,Player 14,Strength Building,2022-02-10,5
3899,Player 14,Strength Building,2022-02-11,6
3900,Player 14,Strength Building,2022-02-14,3
3901,Player 14,Strength Building,2022-02-17,6
3902,Player 14,Strength Building,2022-02-18,8
3903,Player 14,Strength Building,2022-02-21,6
3904,Player 14,Strength Building,2022-02-24,10
3905,Player 14,Strength Building,2022-02-25,7
3906,Player 14,Strength Building,2022-02-28,4
3907,Player 14,Strength Building,2022-03-01,3
3908,Player 14,Strength Building,2022-03-02,7
3909,Player 14,Strength Building,2022-03-03,5
3910,Player 14,Strength Building,2022-03-04,3
3911,Player 14,Strength Building,2022-03-07,5
3912,Player 14,Strength Building,2022-03-08,8
3913,Player 14,Strength Building,2022-03-10,5
3914,Player 14,Strength Building,2022-03-11,7
3915,Player 14,Strength Building,2022-03-17,3
3916,Player 14,Strength Building,2022-03-21,7
3917,Player 14,Strength Building,2022-03-23,9
3918,Player 14,Strength Building,2022-03-28,6
3919,Player 14,Strength Building,2022-03-30,6
3920,Player 14,Strength Building,2022-03-31,5
3921,Player 14,Strength Building,2022-04-01,10
3922,Player 14,Strength Building,2022-04-04,7
3923,Player 14,Strength Building,2022-04-05,9
3924,Player 14,Strength Building,2022-04-06,9
3925,Player 14,Strength Building,2022-04-07,6
3926,Player 14,Strength Building,2022-04-12,10
3927,Player 14,Strength Building,2022-04-13,5
3928,Player 14,Strength Building,2022-04-14,5
3929,Player 14,Strength Building,2022-04-18,9
3930,Player 14,Strength Building,2022-04-25,3
3931,Player 14,Strength Building,2022-04-26,5
3932,Player 14,Strength Building,2022-04-27,6
3933,Player 14,Strength Building,2022-05-02,3
3934,Player 14,Strength Building,2022-05-03,4
3935,Player 14,Strength Building,2022-05-05,9
3936,Player 14,Strength Building,2022-05-06,3
3937,Player 14,Strength Building,2022-05-10,3
3938,Player 14,Strength Building,2022-05-11,10
3939,Player 14,Strength Building,2022-05-12,3
3940,Player 14,Strength Building,2022-05-13,5
3941,Player 14,Strength Building,2022-05-17,8
3942,Player 14,Strength Building,2022-05-19,3
3943,Player 14,Strength Building,2022-05-20,8
3944,Player 14,Strength Building,2022-05-23,5
3945,Player 14,Strength Building,2022-05-24,6
3946,Player 14,Strength Building,2022-05-25,8
3947,Player 14,Strength Building,2022-05-27,6
3948,Player 14,Strength Building,2022-05-30,8
3949,Player 14,Strength Building,2022-06-02,3
3950,Player 14,Strength Building,2022-06-06,8
3951,Player 14,Strength Building,2022-06-07,7
3952,Player 14,Strength Building,2022-06-08,6
3953,Player 14,Strength Building,2022-06-10,6
3954,Player 14,Strength Building,2022-06-13,7
3955,Player 14,Strength Building,2022-06-17,6
3956,Player 14,Strength Building,2022-06-22,10
3957,Player 14,Strength Building,2022-06-23,4
3958,Player 14,Strength Building,2022-06-24,6
3959,Player 14,Strength Building,2022-06-29,6
3960,Player 14,Strength Building,2022-06-30,9
3961,Player 14,Strength Building,2022-07-01,6
3962,Player 14,Strength Building,2022-07-04,3
3963,Player 14,Strength Building,2022-07-05,3
3964,Player 14,Strength Building,2022-07-06,8
3965,Player 14,Strength Building,2022-07-07,7
3966,Player 14,Strength Building,2022-07-12,9
3967,Player 14,Strength Building,2022-07-13,3
3968,Player 14,Strength Building,2022-07-14,6
3969,Player 14,Strength Building,2022-07-15,6
3970,Player 14,Strength Building,2022-07-18,10
3971,Player 14,Strength Building,2022-07-19,5
3972,Player 14,Strength Building,2022-07-20,7
3973,Player 14,Strength Building,2022-07-22,7
3974,Player 14,Strength Building,2022-07-26,7
3975,Player 14,Strength Building,2022-07-27,9
3976,Player 14,Strength Building,2022-07-28,9
3977,Player 14,Strength Building,2022-07-29,5
3978,Player 14,Agility,2022-01-05,8
3979,Player 14,Agility,2022-01-12,10
3980,Player 14,Agility,2022-01-13,8
3981,Player 14,Agility,2022-01-14,8
3982,Player 14,Agility,2022-01-19,10
3983,Player 14,Agility,2022-01-20,4
3984,Player 14,Agility,2022-01-24,8
3985,Player 14,Agility,2022-01-25,8
3986,Player 14,Agility,2022-01-26,7
3987,Player 14,Agility,2022-01-27,9
3988,Player 14,Agility,2022-01-28,5
3989,Player 14,Agility,2022-01-31,5
3990,Player 14,Agility,2022-02-02,9
3991,Player 14,Agility,2022-02-03,5
3992,Player 14,Agility,2022-02-04,10
3993,Player 14,Agility,2022-02-07,10
3994,Player 14,Agility,2022-02-08,6
3995,Player 14,Agility,2022-02-09,7
3996,Player 14,Agility,2022-02-11,8
3997,Player 14,Agility,2022-02-14,10
3998,Player 14,Agility,2022-02-15,4
3999,Player 14,Agility,2022-02-16,7
4000,Player 14,Agility,2022-02-17,10
4001,Player 14,Agility,2022-02-21,5
4002,Player 14,Agility,2022-02-22,4
4003,Player 14,Agility,2022-02-23,4
4004,Player 14,Agility,2022-02-24,10
4005,Player 14,Agility,2022-02-25,7
4006,Player 14,Agility,2022-02-28,8
4007,Player 14,Agility,2022-03-01,10
4008,Player 14,Agility,2022-03-02,4
4009,Player 14,Agility,2022-03-07,10
4010,Player 14,Agility,2022-03-08,10
4011,Player 14,Agility,2022-03-09,6
4012,Player 14,Agility,2022-03-10,7
4013,Player 14,Agility,2022-03-11,7
4014,Player 14,Agility,2022-03-14,5
4015,Player 14,Agility,2022-03-15,8
4016,Player 14,Agility,2022-03-17,5
4017,Player 14,Agility,2022-03-22,3
4018,Player 14,Agility,2022-03-23,3
4019,Player 14,Agility,2022-03-29,8
4020,Player 14,Agility,2022-03-31,5
4021,Player 14,Agility,2022-04-01,3
4022,Player 14,Agility,2022-04-04,5
4023,Player 14,Agility,2022-04-06,8
4024,Player 14,Agility,2022-04-07,3
4025,Player 14,Agility,2022-04-15,6
4026,Player 14,Agility,2022-04-19,8
4027,Player 14,Agility,2022-04-25,8
4028,Player 14,Agility,2022-04-26,7
4029,Player 14,Agility,2022-04-27,10
4030,Player 14,Agility,2022-05-02,5
4031,Player 14,Agility,2022-05-03,7
4032,Player 14,Agility,2022-05-11,6
4033,Player 14,Agility,2022-05-12,4
4034,Player 14,Agility,2022-05-13,9
4035,Player 14,Agility,2022-05-16,3
4036,Player 14,Agility,2022-05-18,9
4037,Player 14,Agility,2022-05-23,8
4038,Player 14,Agility,2022-05-27,5
4039,Player 14,Agility,2022-05-30,3
4040,Player 14,Agility,2022-05-31,4
4041,Player 14,Agility,2022-06-01,8
4042,Player 14,Agility,2022-06-03,3
4043,Player 14,Agility,2022-06-06,3
4044,Player 14,Agility,2022-06-08,8
4045,Player 14,Agility,2022-06-09,7
4046,Player 14,Agility,2022-06-10,10
4047,Player 14,Agility,2022-06-14,8
4048,Player 14,Agility,2022-06-16,8
4049,Player 14,Agility,2022-06-17,7
4050,Player 14,Agility,2022-06-23,7
4051,Player 14,Agility,2022-06-28,10
4052,Player 14,Agility,2022-06-29,10
4053,Player 14,Agility,2022-07-01,9
4054,Player 14,Agility,2022-07-04,6
4055,Player 14,Agility,2022-07-05,3
4056,Player 14,Agility,2022-07-06,4
4057,Player 14,Agility,2022-07-08,5
4058,Player 14,Agility,2022-07-11,3
4059,Player 14,Agility,2022-07-12,7
4060,Player 14,Agility,2022-07-13,8
4061,Player 14,Agility,2022-07-14,10
4062,Player 14,Agility,2022-07-15,10
4063,Player 14,Agility,2022-07-18,9
4064,Player 14,Agility,2022-07-19,5
4065,Player 14,Agility,2022-07-20,3
4066,Player 14,Agility,2022-07-21,4
4067,Player 14,Agility,2022-07-22,7
4068,Player 14,Agility,2022-07-25,10
4069,Player 14,Agility,2022-07-27,3
4070,Player 14,Cardio,2022-01-05,9
4071,Player 14,Cardio,2022-01-10,5
4072,Player 14,Cardio,2022-01-11,4
4073,Player 14,Cardio,2022-01-12,10
4074,Player 14,Cardio,2022-01-13,9
4075,Player 14,Cardio,2022-01-14,9
4076,Player 14,Cardio,2022-01-17,4
4077,Player 14,Cardio,2022-01-18,6
4078,Player 14,Cardio,2022-01-19,4
4079,Player 14,Cardio,2022-01-20,5
4080,Player 14,Cardio,2022-01-21,9
4081,Player 14,Cardio,2022-01-25,6
4082,Player 14,Cardio,2022-01-26,6
4083,Player 14,Cardio,2022-01-27,5
4084,Player 14,Cardio,2022-01-28,10
4085,Player 14,Cardio,2022-01-31,7
4086,Player 14,Cardio,2022-02-01,10
4087,Player 14,Cardio,2022-02-03,3
4088,Player 14,Cardio,2022-02-04,7
4089,Player 14,Cardio,2022-02-07,9
4090,Player 14,Cardio,2022-02-08,8
4091,Player 14,Cardio,2022-02-10,3
4092,Player 14,Cardio,2022-02-11,7
4093,Player 14,Cardio,2022-02-15,7
4094,Player 14,Cardio,2022-02-16,6
4095,Player 14,Cardio,2022-02-17,9
4096,Player 14,Cardio,2022-02-22,4
4097,Player 14,Cardio,2022-02-24,7
4098,Player 14,Cardio,2022-02-25,8
4099,Player 14,Cardio,2022-02-28,5
4100,Player 14,Cardio,2022-03-02,4
4101,Player 14,Cardio,2022-03-04,3
4102,Player 14,Cardio,2022-03-07,6
4103,Player 14,Cardio,2022-03-08,7
4104,Player 14,Cardio,2022-03-09,9
4105,Player 14,Cardio,2022-03-10,7
4106,Player 14,Cardio,2022-03-14,10
4107,Player 14,Cardio,2022-03-15,6
4108,Player 14,Cardio,2022-03-21,3
4109,Player 14,Cardio,2022-03-22,9
4110,Player 14,Cardio,2022-03-24,3
4111,Player 14,Cardio,2022-03-25,5
4112,Player 14,Cardio,2022-03-29,3
4113,Player 14,Cardio,2022-03-30,4
4114,Player 14,Cardio,2022-03-31,9
4115,Player 14,Cardio,2022-04-04,6
4116,Player 14,Cardio,2022-04-07,8
4117,Player 14,Cardio,2022-04-08,3
4118,Player 14,Cardio,2022-04-11,7
4119,Player 14,Cardio,2022-04-12,9
4120,Player 14,Cardio,2022-04-13,9
4121,Player 14,Cardio,2022-04-14,3
4122,Player 14,Cardio,2022-04-15,3
4123,Player 14,Cardio,2022-04-20,9
4124,Player 14,Cardio,2022-04-22,7
4125,Player 14,Cardio,2022-04-25,4
4126,Player 14,Cardio,2022-04-26,7
4127,Player 14,Cardio,2022-04-28,9
4128,Player 14,Cardio,2022-04-29,10
4129,Player 14,Cardio,2022-05-02,10
4130,Player 14,Cardio,2022-05-03,3
4131,Player 14,Cardio,2022-05-04,4
4132,Player 14,Cardio,2022-05-05,7
4133,Player 14,Cardio,2022-05-09,10
4134,Player 14,Cardio,2022-05-10,8
4135,Player 14,Cardio,2022-05-11,8
4136,Player 14,Cardio,2022-05-13,4
4137,Player 14,Cardio,2022-05-19,5
4138,Player 14,Cardio,2022-05-23,5
4139,Player 14,Cardio,2022-05-25,10
4140,Player 14,Cardio,2022-05-26,5
4141,Player 14,Cardio,2022-05-30,5
4142,Player 14,Cardio,2022-05-31,3
4143,Player 14,Cardio,2022-06-01,10
4144,Player 14,Cardio,2022-06-02,7
4145,Player 14,Cardio,2022-06-03,3
4146,Player 14,Cardio,2022-06-06,5
4147,Player 14,Cardio,2022-06-07,3
4148,Player 14,Cardio,2022-06-08,7
4149,Player 14,Cardio,2022-06-10,7
4150,Player 14,Cardio,2022-06-14,8
4151,Player 14,Cardio,2022-06-15,5
4152,Player 14,Cardio,2022-06-16,8
4153,Player 14,Cardio,2022-06-20,10
4154,Player 14,Cardio,2022-06-22,3
4155,Player 14,Cardio,2022-06-24,10
4156,Player 14,Cardio,2022-06-28,7
4157,Player 14,Cardio,2022-06-29,4
4158,Player 14,Cardio,2022-06-30,9
4159,Player 14,Cardio,2022-07-01,10
4160,Player 14,Cardio,2022-07-07,5
4161,Player 14,Cardio,2022-07-08,10
4162,Player 14,Cardio,2022-07-11,5
4163,Player 14,Cardio,2022-07-12,4
4164,Player 14,Cardio,2022-07-18,4
4165,Player 14,Cardio,2022-07-19,3
4166,Player 14,Cardio,2022-07-20,10
4167,Player 14,Cardio,2022-07-22,4
4168,Player 14,Cardio,2022-07-28,9
4169,Player 14,Cardio,2022-07-29,3
4170,Player 15,Strength Building,2022-01-04,10
4171,Player 15,Strength Building,2022-01-05,7
4172,Player 15,Strength Building,2022-01-06,3
4173,Player 15,Strength Building,2022-01-07,10
4174,Player 15,Strength Building,2022-01-12,7
4175,Player 15,Strength Building,2022-01-13,5
4176,Player 15,Strength Building,2022-01-17,5
4177,Player 15,Strength Building,2022-01-19,5
4178,Player 15,Strength Building,2022-01-20,5
4179,Player 15,Strength Building,2022-01-24,7
4180,Player 15,Strength Building,2022-01-26,6
4181,Player 15,Strength Building,2022-01-27,10
4182,Player 15,Strength Building,2022-01-31,5
4183,Player 15,Strength Building,2022-02-02,3
4184,Player 15,Strength Building,2022-02-08,3
4185,Player 15,Strength Building,2022-02-09,8
4186,Player 15,Strength Building,2022-02-10,6
4187,Player 15,Strength Building,2022-02-14,9
4188,Player 15,Strength Building,2022-02-15,5
4189,Player 15,Strength Building,2022-02-16,10
4190,Player 15,Strength Building,2022-02-17,3
4191,Player 15,Strength Building,2022-02-18,4
4192,Player 15,Strength Building,2022-02-23,4
4193,Player 15,Strength Building,2022-03-02,6
4194,Player 15,Strength Building,2022-03-03,8
4195,Player 15,Strength Building,2022-03-04,9
4196,Player 15,Strength Building,2022-03-08,7
4197,Player 15,Strength Building,2022-03-11,3
4198,Player 15,Strength Building,2022-03-21,10
4199,Player 15,Strength Building,2022-03-23,3
4200,Player 15,Strength Building,2022-03-24,6
4201,Player 15,Strength Building,2022-03-25,6
4202,Player 15,Strength Building,2022-03-29,10
4203,Player 15,Strength Building,2022-03-31,6
4204,Player 15,Strength Building,2022-04-05,3
4205,Player 15,Strength Building,2022-04-06,6
4206,Player 15,Strength Building,2022-04-08,5
4207,Player 15,Strength Building,2022-04-12,4
4208,Player 15,Strength Building,2022-04-15,6
4209,Player 15,Strength Building,2022-04-18,3
4210,Player 15,Strength Building,2022-04-19,6
4211,Player 15,Strength Building,2022-04-20,3
4212,Player 15,Strength Building,2022-04-21,5
4213,Player 15,Strength Building,2022-04-27,6
4214,Player 15,Strength Building,2022-04-28,7
4215,Player 15,Strength Building,2022-05-02,9
4216,Player 15,Strength Building,2022-05-05,9
4217,Player 15,Strength Building,2022-05-06,10
4218,Player 15,Strength Building,2022-05-09,6
4219,Player 15,Strength Building,2022-05-11,8
4220,Player 15,Strength Building,2022-05-12,4
4221,Player 15,Strength Building,2022-05-13,9
4222,Player 15,Strength Building,2022-05-18,6
4223,Player 15,Strength Building,2022-05-19,8
4224,Player 15,Strength Building,2022-05-23,6
4225,Player 15,Strength Building,2022-05-26,4
4226,Player 15,Strength Building,2022-05-27,3
4227,Player 15,Strength Building,2022-05-30,7
4228,Player 15,Strength Building,2022-05-31,5
4229,Player 15,Strength Building,2022-06-01,8
4230,Player 15,Strength Building,2022-06-03,9
4231,Player 15,Strength Building,2022-06-06,6
4232,Player 15,Strength Building,2022-06-07,4
4233,Player 15,Strength Building,2022-06-08,10
4234,Player 15,Strength Building,2022-06-09,7
4235,Player 15,Strength Building,2022-06-10,6
4236,Player 15,Strength Building,2022-06-14,10
4237,Player 15,Strength Building,2022-06-16,6
4238,Player 15,Strength Building,2022-06-20,9
4239,Player 15,Strength Building,2022-06-21,8
4240,Player 15,Strength Building,2022-06-22,6
4241,Player 15,Strength Building,2022-06-23,4
4242,Player 15,Strength Building,2022-06-24,8
4243,Player 15,Strength Building,2022-06-27,8
4244,Player 15,Strength Building,2022-06-28,8
4245,Player 15,Strength Building,2022-06-29,8
4246,Player 15,Strength Building,2022-07-01,4
4247,Player 15,Strength Building,2022-07-04,8
4248,Player 15,Strength Building,2022-07-07,4
4249,Player 15,Strength Building,2022-07-08,6
4250,Player 15,Strength Building,2022-07-11,4
4251,Player 15,Strength Building,2022-07-12,5
4252,Player 15,Strength Building,2022-07-18,5
4253,Player 15,Strength Building,2022-07-19,7
4254,Player 15,Strength Building,2022-07-22,6
4255,Player 15,Strength Building,2022-07-26,6
4256,Player 15,Strength Building,2022-07-27,7
4257,Player 15,Strength Building,2022-07-28,6
4258,Player 15,Strength Building,2022-07-29,9
4259,Player 15,Agility,2022-01-05,5
4260,Player 15,Agility,2022-01-06,3
4261,Player 15,Agility,2022-01-07,3
4262,Player 15,Agility,2022-01-11,6
4263,Player 15,Agility,2022-01-12,9
4264,Player 15,Agility,2022-01-13,7
4265,Player 15,Agility,2022-01-14,10
4266,Player 15,Agility,2022-01-20,7
4267,Player 15,Agility,2022-01-27,3
4268,Player 15,Agility,2022-01-28,7
4269,Player 15,Agility,2022-01-31,4
4270,Player 15,Agility,2022-02-01,4
4271,Player 15,Agility,2022-02-04,10
4272,Player 15,Agility,2022-02-08,7
4273,Player 15,Agility,2022-02-09,10
4274,Player 15,Agility,2022-02-10,10
4275,Player 15,Agility,2022-02-11,10
